name	description
VFG0165	VFG0165 pchF - pyochelin synthetase [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0166	VFG0166 pchE - dihydroaeruginoic acid synthetase [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0167	VFG0167 pchR - transcriptional regulator PchR [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0168	VFG0168 pchD - pyochelin biosynthesis protein PchD [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0169	VFG0169 pchC - pyochelin biosynthetic protein PchC [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0170	VFG0170 pchB - salicylate biosynthesis protein PchB [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0171	VFG0171 pchA - salicylate biosynthesis isochorismate synthase [Pseudomonas aeruginosa PAO1] (VF0095)
VFG0172	VFG0172 phzM - probable O-methyltransferase [Pseudomonas aeruginosa PAO1] (VF0100)
VFG0173	VFG0173 phzS - probable FAD-dependent monooxygenase [Pseudomonas aeruginosa PAO1] (VF0100)
VFG0174	VFG0174 xcpZ - general secretion pathway protein M [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0175	VFG0175 xcpY - general secretion pathway protein L [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0176	VFG0176 xcpX - general secretion pathway protein K [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0177	VFG0177 xcpW - general secretion pathway protein J [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0178	VFG0178 xcpV - general secretion pathway protein I [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0179	VFG0179 xcpU - general secretion pathway protein H [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0180	VFG0180 xcpT - general secretion pathway protein G [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0181	VFG0181 xcpS - general secretion pathway protein F [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0182	VFG0182 xcpR - general secretion pathway protein E [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0183	VFG0183 xcpP - secretion protein XcpP [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0184	VFG0184 xcpQ - general secretion pathway protein D [Pseudomonas aeruginosa PAO1] (VF0084)
VFG0185	VFG0185 pscU - translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0186	VFG0186 pscT - translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0187	VFG0187 probable translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0188	VFG0188 pscR - translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0189	VFG0189 pscQ - translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0190	VFG0190 pscP - translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0191	VFG0191 pscO - translocation protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0192	VFG0192 pscN - ATP synthase in type III secretion system [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0193	VFG0193 popN - outer membrane protein PopN [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0194	VFG0194 pcr1 - conserved hypothetical protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0195	VFG0195 pcr2 - conserved hypothetical protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0196	VFG0196 pcr3 - conserved hypothetical protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0197	VFG0197 pcr4 - conserved hypothetical protein in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0198	VFG0198 pcrD - type III secretory apparatus protein PcrD [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0199	VFG0199 pcrR - transcriptional regulator protein PcrR [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0200	VFG0200 pcrG - regulator in type III secretion [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0201	VFG0201 pcrV - type III secretion protein PcrV [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0202	VFG0202 pcrH - regulatory protein PcrH [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0203	VFG0203 popB - translocator protein PopB [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0204	VFG0204 popD - translocator protein PopD [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0205	VFG0205 exsC - exoenzyme S synthesis protein C precursor [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0206	VFG0206 hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0207	VFG0207 exsB - exoenzyme S synthesis protein B [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0208	VFG0208 exsA - transcriptional regulator ExsA [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0209	VFG0209 exsD - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0210	VFG0210 pscB - type III export apparatus protein [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0211	VFG0211 pscC - type III secretion protein PscC [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0212	VFG0212 pscD - type III export protein PscD [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0213	VFG0213 pscE - type III export protein PscE [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0214	VFG0214 pscF - type III export protein PscF [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0215	VFG0215 pscG - type III export protein PscG [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0216	VFG0216 pscH - type III export protein PscH [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0217	VFG0217 pscI - type III export protein PscI [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0218	VFG0218 pscJ - type III export protein PscJ [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0219	VFG0219 pscK - type III export protein PscK [Pseudomonas aeruginosa PAO1] (VF0083)
VFG0220	VFG0220 pscL - type III export protein PscL [Pseudomonas aeruginosa PAO1] (VF0083)
VFG1207	VFG1207 pilV - type 4 fimbrial biogenesis protein PilV [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1208	VFG1208 pilW - type 4 fimbrial biogenesis protein PilW [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1209	VFG1209 pilX - type 4 fimbrial biogenesis protein PilX [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1210	VFG1210 pilY1 - type 4 fimbrial biogenesis protein PilY1 [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1211	VFG1211 pilY2 - type 4 fimbrial biogenesis protein PilY2 [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1212	VFG1212 pilE - type 4 fimbrial biogenesis protein PilE [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1213	VFG1213 pilS - two-component sensor PilS [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1214	VFG1214 pilR - two-component response regulator PilR [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1215	VFG1215 fimT - type 4 fimbrial biogenesis protein FimT [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1216	VFG1216 fimU - type 4 fimbrial biogenesis protein FimU [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1217	VFG1217 pilF - type 4 fimbrial biogenesis protein PilF [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1218	VFG1218 pilQ - type 4 fimbrial biogenesis protein PilQ [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1219	VFG1219 pilP - type 4 fimbrial biogenesis protein PilP [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1220	VFG1220 pilO - type 4 fimbrial biogenesis protein PilO [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1221	VFG1221 pilN - type 4 fimbrial biogenesis protein PilN [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1222	VFG1222 pilM - type 4 fimbrial biogenesis protein PilM [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1223	VFG1223 pilT - twitching motility protein PilT [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1224	VFG1224 pilU - twitching motility protein PilU [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1225	VFG1225 pilG - twitching motility protein PilG [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1226	VFG1226 pilH - twitching motility protein PilH [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1227	VFG1227 pilI - twitching motility protein PilI [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1228	VFG1228 pilJ - twitching motility protein PilJ [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1229	VFG1229 pilK - methyltransferase PilK [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1230	VFG1230 fimV - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1231	VFG1231 chpA - still frameshift probable component of chemotactic signal transduction system [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1232	VFG1232 chpB - probable methylesterase [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1233	VFG1233 chpC - probable chemotaxis protein [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1234	VFG1234 chpD - probable transcriptional regulator [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1235	VFG1235 chpE - probable chemotaxis protein [Pseudomonas aeruginosa PAO1] (VF0082)
VFG1236	VFG1236 flgC - flagellar basal-body rod protein FlgC [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1237	VFG1237 flgD - flagellar basal-body rod modification protein FlgD [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1238	VFG1238 flgE - flagellar hook protein FlgE [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1239	VFG1239 flgF - flagellar basal-body rod protein FlgF [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1240	VFG1240 flgG - flagellar basal-body rod protein FlgG [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1241	VFG1241 flgH - flagellar L-ring protein precursor FlgH [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1242	VFG1242 flgI - flagellar P-ring protein precursor FlgI [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1243	VFG1243 flgJ - flagellar protein FlgJ [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1244	VFG1244 flgK - flagellar hook-associated protein 1 FlgK [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1245	VFG1245 flgL - flagellar hook-associated protein type 3 FlgL [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1246	VFG1246 fliC - flagellin type B [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1247	VFG1247 fliD - flagellar capping protein FliD [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1248	VFG1248 fleQ - transcriptional regulator FleQ [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1249	VFG1249 fleR - two-component response regulator [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1250	VFG1250 fliE - flagellar hook-basal body complex protein FliE [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1251	VFG1251 fliF - Flagella M-ring outer membrane protein precursor [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1252	VFG1252 fliG - flagellar motor switch protein FliG [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1253	VFG1253 fliH - probable flagellar assembly protein [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1254	VFG1254 fliI - flagellum-specific ATP synthase FliI [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1255	VFG1255 fliJ - flagellar protein FliJ [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1256	VFG1256 fliM - flagellar motor switch protein FliM [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1257	VFG1257 fliN - flagellar motor switch protein FliN [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1258	VFG1258 fliO - flagellar protein FliO [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1259	VFG1259 fliP - flagellar biosynthetic protein FliP [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1260	VFG1260 fliQ - flagellar biosynthetic protein FliQ [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1261	VFG1261 fliR - flagellar biosynthetic protein FliR [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1262	VFG1262 flhB - flagellar biosynthetic protein FlhB [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1263	VFG1263 flhA - flagellar biosynthesis protein FlhA [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1264	VFG1264 flhF - flagellar biosynthesis protein FlhF [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1265	VFG1265 fleN - flagellar synthesis regulator FleN [Pseudomonas aeruginosa PAO1] (VF0273)
VFG1266	VFG1266 pchI - probable ATP-binding component of ABC transporter [Pseudomonas aeruginosa PAO1] (VF0095)
VFG1267	VFG1267 pchH - probable ATP-binding component of ABC transporter [Pseudomonas aeruginosa PAO1] (VF0095)
VFG1268	VFG1268 pchG - pyochelin biosynthetic protein PchG [Pseudomonas aeruginosa PAO1] (VF0095)
VFG2057	VFG2057 PA0071 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2058	VFG2058 PA0072 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2059	VFG2059 PA0073 - probable ATP-binding component of ABC transporter [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2060	VFG2060 ppkA - serine/threonine protein kinase PpkA [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2061	VFG2061 PA0075 - probable phosphoprotein phosphatase [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2062	VFG2062 PA0076 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2063	VFG2063 icmF1 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2064	VFG2064 PA0078 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2065	VFG2065 PA0079 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2066	VFG2066 PA0080 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2067	VFG2067 PA0081 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2068	VFG2068 PA0082 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2069	VFG2069 PA0083 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2070	VFG2070 PA0084 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2071	VFG2071 hcp1 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2072	VFG2072 PA0086 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2073	VFG2073 PA0087 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2074	VFG2074 PA0088 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2075	VFG2075 PA0089 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2076	VFG2076 clpV1 - probable ClpA/B-type chaperone [Pseudomonas aeruginosa PAO1] (VF0334)
VFG2077	VFG2077 vgrG1 - hypothetical protein [Pseudomonas aeruginosa PAO1] (VF0334)
VFG0423	VFG0423 vexE - Vi polysaccharide export protein [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0424	VFG0424 vexD - Vi polysaccharide export inner-membrane protein [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0425	VFG0425 vexC - Vi polysaccharide export ATP-binding protein [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0426	VFG0426 vexB - Vi polysaccharide export inner-membrane protein (ABC-2 type transporter) [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0427	VFG0427 vexA - Vi polysaccharide export protein [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0428	VFG0428 tviE - Vi polysaccharide biosynthesis protein TviE, Glycosyl transferases group 1 [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0429	VFG0429 tviD - Vi polysaccharide biosynthesis protein [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0430	VFG0430 tviC - Vi polysaccharide biosynthesis protein, epimerase [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0431	VFG0431 tviB - Vi polysaccharide biosynthesis protein, UDP-glucose/GDP-mannose dehydrogenase [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0432	VFG0432 tviA - Vi polysaccharide biosynthesis protein [Salmonella enterica (serovar typhi) CT18] (VF0101)
VFG0433	VFG0433 pefD - plasmid-encoded fimbriae;chaperone [Salmonella enterica (serovar typhimurium) LT2] (VF0104)
VFG0434	VFG0434 pefC - plasmid-encoded fimbriae; usher protein [Salmonella enterica (serovar typhimurium) LT2] (VF0104)
VFG0435	VFG0435 pefA - plasmid-encoded fimbriae; major fimbrial subunit [Salmonella enterica (serovar typhimurium) LT2] (VF0104)
VFG0436	VFG0436 pefB - plasmid-encoded fimbriae;regulation [Salmonella enterica (serovar typhimurium) LT2] (VF0104)
VFG0437	VFG0437 spvD - Salmonella plasmid virulence: hydrophilic protein [Salmonella enterica (serovar typhimurium) LT2] (VF0107)
VFG0438	VFG0438 spvC - Salmonella plasmid virulence: hydrophilic protein [Salmonella enterica (serovar typhimurium) LT2] (VF0107)
VFG0439	VFG0439 spvB - Salmonella plasmid virulence: hydrophilic protein [Salmonella enterica (serovar typhimurium) LT2] (VF0107)
VFG0440	VFG0440 spvA - Salmonella plasmid virulence: outer membrane protein [Salmonella enterica (serovar typhimurium) LT2] (VF0107)
VFG0441	VFG0441 spvR - Salmonella plasmid virulence: regulation of spv operon, lysR family [Salmonella enterica (serovar typhimurium) LT2] (VF0107)
VFG0442	VFG0442 rcK - resistance to complement killing [Salmonella enterica (serovar typhimurium) LT2] (VF0108)
VFG0443	VFG0443 fimA - major type 1 subunit fimbrin (pilin) [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0444	VFG0444 fimI - fimbrial protein internal segment [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0445	VFG0445 fimC - periplasmic chaperone, required for type 1 fimbriae [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0446	VFG0446 fimD - outer membrane usher protein [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0447	VFG0447 fimH - minor fimbrial subunit [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0448	VFG0448 fimF - putative fimbrial protein [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0449	VFG0449 fimZ - fimbrial protein Z, putative transcriptional regulator (LuxR/UhpA family) [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0450	VFG0450 fimY - putative regulatory protein [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0451	VFG0451 fimW - putative fimbrial protein [Salmonella enterica (serovar typhimurium) LT2] (VF0102)
VFG0452	VFG0452 lpfE - long polar fimbrial minor protein [Salmonella enterica (serovar typhimurium) LT2] (VF0105)
VFG0453	VFG0453 lpfD - long polar fimbrial operon protein [Salmonella enterica (serovar typhimurium) LT2] (VF0105)
VFG0454	VFG0454 lpfC - long polar fimbrial outer membrane usher protein [Salmonella enterica (serovar typhimurium) LT2] (VF0105)
VFG0455	VFG0455 lpfB - long polar fimbrial chaperone [Salmonella enterica (serovar typhimurium) LT2] (VF0105)
VFG0456	VFG0456 lpfA - long polar fimbria [Salmonella enterica (serovar typhimurium) LT2] (VF0105)
VFG0457	VFG0457 csgB - minor curlin subunit precursor, nucleator for assembly of adhesive surface organelles [Salmonella enterica (serovar typhimurium) LT2] (VF0103)
VFG0458	VFG0458 csgA - curlin major subunit, coiled surface structures; cryptic [Salmonella enterica (serovar typhimurium) LT2] (VF0103)
VFG0459	VFG0459 csgC - putative curli production protein [Salmonella enterica (serovar typhimurium) LT2] (VF0103)
VFG0460	VFG0460 csgE - curli production assembly/transport component, 2nd curli operon [Salmonella enterica (serovar typhimurium) LT2] (VF0103)
VFG0461	VFG0461 csgF - curli production assembly/transport component, 2nd curli operon [Salmonella enterica (serovar typhimurium) LT2] (VF0103)
VFG0462	VFG0462 csgG - putative transcriptional regulator in curly assembly/transport, 2nd curli operon [Salmonella enterica (serovar typhimurium) LT2] (VF0103)
VFG0463	VFG0463 sodCI - Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn) [Salmonella enterica (serovar typhimurium) LT2] (VF0109)
VFG0464	VFG0464 sopA - Secreted effector protein of Salmonella dublin [Salmonella enterica (serovar typhimurium) LT2] (VF0116)
VFG0465	VFG0465 sopB/sigD - Salmonella outer protein: homologous to ipgD of Shigella [Salmonella enterica (serovar typhimurium) LT2] (VF0116)
VFG0466	VFG0466 sopD - secreted protein in the Sop family; transferred to eukaryotic cells [Salmonella enterica (serovar typhimurium) LT2] (VF0116)
VFG0467	VFG0467 sopE2 - Type III-secreted protein effector: invasion-associated protein [Salmonella enterica (serovar typhimurium) LT2] (VF0116)
VFG0468	VFG0468 sspH2 - Leucine-rich repeat protein, induced by the SPI-2 regulator ssrA/B [Salmonella enterica (serovar typhimurium) LT2]
VFG0469	VFG0469 slrP - leucine-rich repeat protein [Salmonella enterica (serovar typhimurium) LT2] (VF0116)
VFG0470	VFG0470 sifA - lysosomal glycoprotein (lgp)-containing structures; replication in macrophages [Salmonella enterica (serovar typhimurium) LT2] (VF0321)
VFG0471	VFG0471 sseJ - Salmonella translocated effector: regulated by SPI-2 [Salmonella enterica (serovar typhimurium) LT2] (VF0321)
VFG0472	VFG0472 basS - sensory kinase in two-component regulatory system with BasR [Salmonella enterica (serovar typhimurium) LT2]
VFG0473	VFG0473 basR - response regulator in two-component regulatory system with BasS [Salmonella enterica (serovar typhimurium) LT2]
VFG0474	VFG0474 phoQ - sensory kinase protein in two-component regulatory system with PhoP, ligand is Mg+ [Salmonella enterica (serovar typhimurium) LT2] (VF0111)
VFG0475	VFG0475 phoP - response regulator in two-component regulatory system with PhoQ, transcribes genes expressed under low Mg+ concentration (OmpR family) [Salmonella enterica (serovar typhimurium) LT2] (VF0111)
VFG0476	VFG0476 grvA - gifsy-2 related virulence gene [Salmonella enterica (serovar typhimurium)] (VF0110)
VFG0477	VFG0477 rpoS - sigma S (sigma 38) factor of RNA polymerase, major sigmafactor during stationary phase [Salmonella enterica (serovar typhimurium) LT2] (VF0112)
VFG0478	VFG0478 fur - transcriptional repressor of iron-responsive genes (Fur family) (ferric uptake regulator) [Salmonella enterica (serovar typhimurium) LT2] (VF0113)
VFG0479	VFG0479 pykF - pyruvate kinase I (formerly F), fructose stimulated [Salmonella enterica (serovar typhimurium) LT2]
VFG0480	VFG0480 orf48 - putative amino acid permease [Salmonella enterica (serovar typhimurium) LT2]
VFG0481	VFG0481 orf32 - putative hydrolase or acyltransferase [Salmonella enterica (serovar typhimurium) LT2]
VFG0482	VFG0482 orf245 - putative cytoplasmic protein [Salmonella enterica (serovar typhimurium) LT2]
VFG0483	VFG0483 orf408 - putative regulatory protein, deoR family [Salmonella enterica (serovar typhimurium) LT2]
VFG0484	VFG0484 ttrA - Tetrathionate reductase complex, subunit A [Salmonella enterica (serovar typhimurium) LT2]
VFG0485	VFG0485 ttrC - Tetrathionate reductase complex, subunit C [Salmonella enterica (serovar typhimurium) LT2]
